"model_name","status","error_message","exitcode","elapsed_seconds","b_0_est","b_w_est","b_b_est","b_w_lower","b_w_upper","b_b_lower","b_b_upper","var_u0_est","var_e_est","final_psr_max_all","final_psr_max_core","final_psr_parameter_all","final_psr_parameter_core","final_psr_focal_bw","final_psr_focal_bb","min_ess_all","min_ess_core","min_ess_parameter_all","min_ess_parameter_core","ess_focal_bw","ess_focal_bb","sim_id","model_type"
"m5_sim_7","completed",NA,0,92.88021278,-0.0282,0.4054,0.5668,0.3642,0.4468,0.3617,0.7776,1.2052,0.9962,1.0725,1.0725,"aux.intercept","aux.intercept",NA,NA,68.6833,68.6833,"y_mar ~ x_mean_biased","y_mar ~ x_mean_biased",707.9858,68.6833,7,"5_blimp_omc_aux"
"m6_sim_7","completed",NA,0,135.586518,0.017,0.3645,0.4858,0.325,0.4045,0.2512,0.7386,1.2164,0.9601,1.0636,1.0636,"aux.intercept","aux.intercept",1.0124,1.0342,47.5041,47.5041,"aux ~ x_mar.mean[id2]","aux ~ x_mar.mean[id2]",620.8564,88.1632,7,"6_blimp_rescue"
"m2_sim_8","completed",NA,0,52.48263001,0.0826,0.3806,0.5607,0.3526,0.4092,0.3653,0.7865,0.967,0.9964,1.0221,1.0221,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1.0003,1.0221,86.9175,86.9175,"y ~ x.mean[id2]","y ~ x.mean[id2]",9516.736,86.9175,8,"2_blimp_complete"
"m4_sim_8","completed",NA,0,31.696491,-0.4521,0.5317,0.3742,0.496,0.5677,0.1831,0.5729,0.7846,0.7861,1.0139,1.0139,"y_mar.intercept","y_mar.intercept",1.0001,1.0017,140.2762,140.2762,"y_mar ~ Intercept","y_mar ~ Intercept",9534.8815,160.3634,8,"4_blimp_lmc_noaux"
"m5_sim_8","completed",NA,0,105.5946259,0.0722,0.4166,0.6138,0.3728,0.4602,0.3697,0.8112,0.978,1.0667,1.0399,1.0399,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,63.6139,63.6139,"aux ~ Intercept","aux ~ Intercept",640.1495,75.4887,8,"5_blimp_omc_aux"
"m6_sim_8","completed",NA,0,132.5239961,0.1031,0.3852,0.5503,0.3437,0.4266,0.3073,0.8071,1.0202,1.0401,1.0765,1.0618,"y_mar.regressed on (standardized).x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0077,1.0618,35.9768,36.5218,"aux ~ y_mar.mean[id2] (standardized)","aux ~ y_mar.mean[id2]",418.0989,41.8475,8,"6_blimp_rescue"
"m2_sim_9","completed",NA,0,52.95474887,-0.0611,0.4321,0.6286,0.4053,0.4596,0.4294,0.826,1.2024,0.9828,1.0537,1.0537,"y.intercept","y.intercept",1,1.012,80.5752,80.5752,"y ~ Intercept","y ~ Intercept",9622.879,92.699,9,"2_blimp_complete"
"m4_sim_9","completed",NA,0,34.50981998,-0.5922,0.578,0.4666,0.5443,0.6121,0.2937,0.6269,0.941,0.7635,1.029,1.029,"y_mar.intercept","y_mar.intercept",0.9999,1.0236,118.6828,118.6828,"y_mar ~ Intercept","y_mar ~ Intercept",9022.28,134.9519,9,"4_blimp_lmc_noaux"
"m5_sim_9","completed",NA,0,87.43517113,-0.0953,0.4979,0.6762,0.4559,0.5404,0.4971,0.8358,1.1677,1.0295,1.0374,1.0374,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,67.912,67.912,"aux ~ Intercept","aux ~ Intercept",595.1653,87.6946,9,"5_blimp_omc_aux"
"m6_sim_9","completed",NA,0,137.9927139,-0.0839,0.454,0.6285,0.4143,0.4952,0.4268,0.8178,1.1773,0.9966,1.049,1.049,"aux.intercept","aux.intercept",1.0043,1.0141,30.3168,30.3168,"y_mar ~ Intercept","y_mar ~ Intercept",319.7206,90.3833,9,"6_blimp_rescue"
"m2_sim_10","completed",NA,0,52.1590209,-0.0108,0.4021,0.4752,0.3738,0.4299,0.215,0.7155,1.2001,0.9866,1.0406,1.0406,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1,1.0406,37.5174,37.5174,"y ~ Intercept","y ~ Intercept",9208.4916,98.7008,10,"2_blimp_complete"
"m4_sim_10","completed",NA,0,31.93788695,-0.4999,0.5206,0.359,0.4866,0.5559,0.1516,0.5488,0.9697,0.7663,1.013,1.013,"y_mar.intercept","y_mar.intercept",1,1.0094,148.5143,148.5143,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",8903.9931,148.5143,10,"4_blimp_lmc_noaux"
"m5_sim_10","completed",NA,0,89.04232001,-0.0437,0.3967,0.5491,0.3556,0.4377,0.3338,0.7558,1.1774,1.0258,1.0339,1.0339,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,53.6559,53.6559,"y_mar ~ x_mean_biased","y_mar ~ x_mean_biased",943.1395,53.6559,10,"5_blimp_omc_aux"
"m6_sim_10","completed",NA,0,139.312376,0.0054,0.3749,0.5011,0.3321,0.4169,0.2649,0.6971,1.2015,1.0083,1.0244,1.0229,"aux.regressed on (standardized).x_mar.mean[id2]","aux.intercept",1.0043,1.0211,31.1259,68.2594,"aux ~ y_mar (standardized)","y_mar ~ Intercept",102.4524,93.6273,10,"6_blimp_rescue"
"m2_sim_11","completed",NA,0,51.85737014,-0.0815,0.4078,0.463,0.38,0.4361,0.2714,0.677,0.9033,0.9886,1.018,1.018,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1.0001,1.018,32.0837,32.0837,"y ~ x.mean[id2]","y ~ x.mean[id2]",9406.2724,32.0837,11,"2_blimp_complete"
"m4_sim_11","completed",NA,0,33.196208,-0.5596,0.5273,0.3416,0.4939,0.5608,0.1581,0.5085,0.7677,0.7545,1.009,1.009,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",0.9999,1.009,168.3107,168.3107,"y_mar ~ Intercept","y_mar ~ Intercept",9050.1774,189.7817,11,"4_blimp_lmc_noaux"
"m5_sim_11","completed",NA,0,92.27132916,-0.078,0.4271,0.5849,0.3883,0.4693,0.386,0.761,0.9346,0.996,1.0175,1.0175,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,38.1571,38.1571,"aux ~ Intercept","aux ~ Intercept",798.088,78.8022,11,"5_blimp_omc_aux"
"m6_sim_11","completed",NA,0,132.8767359,-0.0807,0.3987,0.4921,0.3582,0.4385,0.285,0.7024,0.9346,0.9728,1.0327,1.0327,"aux.intercept","aux.intercept",1.004,1.0173,19.1593,20.2281,"aux ~ x_mar.mean[id2] (standardized)","aux ~ x_mar.mean[id2]",494.5415,130.7757,11,"6_blimp_rescue"
"m2_sim_12","completed",NA,0,53.62958288,-0.0162,0.3969,0.6341,0.3689,0.4246,0.4191,0.8307,1.034,1.0157,1.0287,1.0287,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1.0002,1.0287,87.0695,87.0695,"y ~ Intercept","y ~ Intercept",9074.396,93.6286,12,"2_blimp_complete"
"m4_sim_12","completed",NA,0,33.40031409,-0.5463,0.5691,0.4492,0.5332,0.6043,0.2545,0.6473,0.8242,0.7636,1.0074,1.0074,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1,1.0074,103.7904,103.7904,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9037.4126,103.7904,12,"4_blimp_lmc_noaux"
"m5_sim_12","completed",NA,0,103.4975929,-0.0802,0.4651,0.6904,0.4219,0.5106,0.5127,0.8911,0.9905,1.0351,1.0319,1.0319,"aux.intercept","aux.intercept",NA,NA,115.9616,115.9616,"y_mar ~ Intercept","y_mar ~ Intercept",510.7657,122.1239,12,"5_blimp_omc_aux"
"m6_sim_12","completed",NA,0,132.3613341,-0.0167,0.4305,0.6595,0.3891,0.4728,0.3982,0.8766,1.0243,1.0093,1.0335,1.0335,"y_mar.intercept","y_mar.intercept",1.0045,1.0319,48.5704,59.4628,"y_mar ~ x_mar.mean[id2] (standardized)","y_mar ~ x_mar.mean[id2]",442.3622,59.4628,12,"6_blimp_rescue"
"m2_sim_13","completed",NA,0,51.78771806,-0.0606,0.3947,0.6781,0.3663,0.4224,0.4843,0.8736,1.0356,0.9928,1.0111,1.0111,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1.0002,1.0111,73.7855,73.7855,"y ~ x.mean[id2]","y ~ x.mean[id2]",9125.9426,73.7855,13,"2_blimp_complete"
"m4_sim_13","completed",NA,0,32.23786902,-0.6223,0.5304,0.5009,0.4955,0.5657,0.3501,0.6756,0.7854,0.7705,1.0119,1.0119,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0002,1.0119,137.7817,137.7817,"y_mar ~ Intercept","y_mar ~ Intercept",9405.6518,176.6151,13,"4_blimp_lmc_noaux"
"m5_sim_13","completed",NA,0,104.9280269,-0.1224,0.4365,0.739,0.394,0.4776,0.5378,0.904,1.0094,1.0174,1.0538,1.0538,"aux.intercept","aux.intercept",NA,NA,88.9075,88.9075,"y_mar ~ Intercept","y_mar ~ Intercept",755.0746,92.7104,13,"5_blimp_omc_aux"
"m6_sim_13","completed",NA,0,134.4964759,-0.0423,0.4023,0.6757,0.3611,0.4427,0.4512,0.893,1.0618,0.9919,1.0398,1.0398,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0083,1.0398,72.5606,72.5606,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",485.7268,72.5606,13,"6_blimp_rescue"
"m2_sim_14","completed",NA,0,52.74671721,0.013,0.4033,0.676,0.3747,0.4315,0.5089,0.8436,1.02,1.0152,1.0361,1.0361,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1.0001,1.0361,100.4559,100.4559,"y ~ Intercept","y ~ Intercept",9092.7509,121.2711,14,"2_blimp_complete"
"m4_sim_14","completed",NA,0,32.30825496,-0.5445,0.5392,0.4999,0.5031,0.5749,0.3311,0.6666,0.8455,0.8037,1.0039,1.0039,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0001,1.0039,140.5588,140.5588,"y_mar ~ Intercept","y_mar ~ Intercept",8876.9384,231.1682,14,"4_blimp_lmc_noaux"
"m5_sim_14","completed",NA,0,98.26196194,0.0327,0.443,0.7471,0.4008,0.4855,0.5555,0.9107,1.0359,1.0683,1.0293,1.0293,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,64.761,64.761,"aux ~ x_mean_biased","aux ~ x_mean_biased",587.8661,72.9643,14,"5_blimp_omc_aux"
"m6_sim_14","completed",NA,0,122.1148219,0.086,0.4044,0.7173,0.363,0.4461,0.4965,0.8971,1.0651,1.0371,1.07,1.0648,"aux.regressed on (standardized).y_mar.mean[id2]","aux.regressed on.y_mar.mean[id2]",1.0033,1.0246,27.9176,27.9176,"y_mar ~ Intercept","y_mar ~ Intercept",281.6947,98.9749,14,"6_blimp_rescue"
"m2_sim_15","completed",NA,0,48.21259308,-0.0237,0.4007,0.5893,0.3731,0.4279,0.4077,0.7858,1.045,0.9821,1.0394,1.0394,"y.intercept","y.intercept",1.0002,1.0186,49.5651,49.5651,"y ~ x.mean[id2]","y ~ x.mean[id2]",9834.3088,49.5651,15,"2_blimp_complete"
"m4_sim_15","completed",NA,0,27.84203696,-0.5446,0.5308,0.44,0.4948,0.5662,0.2515,0.6053,0.8226,0.7809,1.0228,1.0228,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0001,1.0228,144.582,144.582,"y_mar ~ Intercept","y_mar ~ Intercept",9545.3106,159.4749,15,"4_blimp_lmc_noaux"
"m5_sim_15","completed",NA,0,95.85272694,-0.0258,0.426,0.6382,0.3837,0.4708,0.4685,0.8513,1.0641,1.0439,1.0593,1.0593,"y_mar.regressed on.x_mean_biased","y_mar.regressed on.x_mean_biased",NA,NA,34.5981,34.5981,"aux ~ x_mean_biased","aux ~ x_mean_biased",361.584,82.4364,15,"5_blimp_omc_aux"
"m6_sim_15","completed",NA,0,125.522522,0.0168,0.3898,0.5698,0.3483,0.4326,0.3679,0.7878,1.0751,1.0126,1.0336,1.0336,"aux.intercept","aux.intercept",1.0077,1.016,45.3385,49.3088,"aux R2: Coefficients","aux ~ x_mar.mean[id2]",191.3156,68.2332,15,"6_blimp_rescue"
"m2_sim_16","completed",NA,0,48.01907611,0.321,0.4002,0.694,0.3728,0.4285,0.4703,0.8888,1.2482,0.9752,1.0347,1.0347,"y.intercept","y.intercept",1.0001,1.0189,69.0804,69.0804,"y ~ Intercept","y ~ Intercept",9258.3093,89.3072,16,"2_blimp_complete"
"m4_sim_16","completed",NA,0,25.82084298,-0.2766,0.5548,0.4588,0.518,0.5932,0.2484,0.6462,1.014,0.7455,1.0302,1.0302,"y_mar.intercept","y_mar.intercept",1,1.0067,102.2164,102.2164,"y_mar ~ Intercept","y_mar ~ Intercept",9282.9989,149.5085,16,"4_blimp_lmc_noaux"
"m5_sim_16","completed",NA,0,96.97433186,0.2767,0.4582,0.689,0.4148,0.5031,0.5071,0.9443,1.2234,1.0312,1.0384,1.0384,"y_mar.intercept","y_mar.intercept",NA,NA,44.2338,44.2338,"aux ~ x_mean_biased","aux ~ x_mean_biased",536.4129,78.6774,16,"5_blimp_omc_aux"
"m6_sim_16","completed",NA,0,123.2950971,0.3256,0.4139,0.7012,0.3717,0.4576,0.4551,0.9127,1.2986,0.9961,1.0714,1.0714,"aux.regressed on.y_mar.mean[id2]","aux.regressed on.y_mar.mean[id2]",1.0079,1.018,30.1626,41.4893,"aux R2: Coefficients","aux level-2 intercept variance",366.6429,59.0619,16,"6_blimp_rescue"
"m2_sim_17","completed",NA,0,54.08011103,-0.1409,0.4054,0.6918,0.3785,0.4334,0.4818,0.9061,1.0213,0.9765,1.0285,1.0285,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1,1.0285,83.3273,83.3273,"y ~ x.mean[id2]","y ~ x.mean[id2]",9893.4529,83.3273,17,"2_blimp_complete"
"m4_sim_17","completed",NA,0,33.90809178,-0.6588,0.5383,0.5135,0.5027,0.5731,0.3154,0.6871,0.8922,0.7385,1.0098,1.0098,"y_mar.intercept","y_mar.intercept",1,1.0096,114.5338,114.5338,"y_mar ~ Intercept","y_mar ~ Intercept",8944.6634,121.5412,17,"4_blimp_lmc_noaux"
"m5_sim_17","completed",NA,0,94.11269093,-0.2005,0.4422,0.7586,0.4009,0.4836,0.5823,0.9288,1.0303,0.9904,1.0399,1.0399,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,43.8923,43.8923,"aux ~ Intercept","aux ~ Intercept",707.979,121.9652,17,"5_blimp_omc_aux"
"m6_sim_17","completed",NA,0,133.9573178,-0.1481,0.4065,0.7124,0.3653,0.4497,0.5043,0.9218,1.0676,0.9587,1.0459,1.0406,"aux.regressed on (standardized).y_mar.mean[id2]","aux.regressed on.y_mar.mean[id2]",1.007,1.031,55.0065,61.8174,"aux ~ y_mar.mean[id2] (standardized)","aux ~ y_mar.mean[id2]",424.2219,127.0936,17,"6_blimp_rescue"
"m2_sim_18","completed",NA,0,51.95714808,0.0239,0.4025,0.4559,0.375,0.4301,0.2691,0.6429,1.0134,0.9989,1.0194,1.0194,"y.intercept","y.intercept",1.0001,1.0187,94.7836,96.4876,"y ~ x.mean[id2] (standardized)","y ~ x.mean[id2]",9396.4414,96.4876,18,"2_blimp_complete"
"m4_sim_18","completed",NA,0,32.84318709,-0.4877,0.5281,0.2807,0.4935,0.562,0.135,0.4399,0.7075,0.778,1.0307,1.0307,"y_mar.intercept","y_mar.intercept",1.0002,1.0061,178.1484,178.1484,"y_mar ~ Intercept","y_mar ~ Intercept",9381.2852,218.1535,18,"4_blimp_lmc_noaux"
"m5_sim_18","completed",NA,0,106.7588329,-0.0136,0.4395,0.5298,0.3996,0.4784,0.3779,0.6884,0.9373,1.0098,1.025,1.0248,"aux.regressed on (standardized).x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,50.6192,50.6192,"y_mar ~ x_mean_biased","y_mar ~ x_mean_biased",883.0662,50.6192,18,"5_blimp_omc_aux"
"m6_sim_18","completed",NA,0,133.8320682,-0.0356,0.4009,0.4205,0.3625,0.4398,0.2609,0.6228,0.9288,0.9751,1.0405,1.0375,"aux.regressed on (standardized).y_mar.mean[id2]","aux.regressed on.y_mar.mean[id2]",1.0084,1.0092,61.3333,74.8961,"aux ~ y_mar (standardized)","y_mar ~ x_mar.mean[id2]",398.0812,74.8961,18,"6_blimp_rescue"
"m2_sim_19","completed",NA,0,52.14253998,-0.1462,0.402,0.6233,0.3749,0.4294,0.4043,0.8664,1.0638,0.9805,1.0325,1.0325,"y.intercept","y.intercept",1,1.0055,92.661,92.661,"y ~ x.mean[id2]","y ~ x.mean[id2]",9394.8021,92.661,19,"2_blimp_complete"
"m4_sim_19","completed",NA,0,30.43519998,-0.6873,0.5256,0.4329,0.4903,0.5608,0.2226,0.6279,0.8528,0.7798,1.0195,1.0195,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0003,1.0195,59.5887,59.5887,"y_mar ~ Intercept","y_mar ~ Intercept",9057.0563,142.6796,19,"4_blimp_lmc_noaux"
"m5_sim_19","completed",NA,0,88.90096998,-0.187,0.4344,0.6825,0.3924,0.4765,0.4463,0.8667,1.0771,1.0282,1.0455,1.0455,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,69.1621,69.1621,"y_mar ~ Intercept","y_mar ~ Intercept",629.0071,88.8203,19,"5_blimp_omc_aux"
"m6_sim_19","completed",NA,0,128.3143551,-0.1468,0.3941,0.5692,0.3548,0.434,0.3446,0.8134,1.0954,0.991,1.0468,1.0468,"aux.intercept","aux.intercept",1.0057,1.01,71.7255,72.4864,"aux ~ y_mar.mean[id2] (standardized)","aux ~ y_mar.mean[id2]",450.275,99.8401,19,"6_blimp_rescue"
"m2_sim_20","completed",NA,0,50.37140489,0.0371,0.4238,0.5284,0.3949,0.4527,0.3331,0.7483,1.1567,1.0081,1.0224,1.0224,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",0.9999,1.0224,64.4917,64.4917,"y ~ Intercept","y ~ Intercept",9463.6477,91.7429,20,"2_blimp_complete"
"m4_sim_20","completed",NA,0,27.32712603,-0.5739,0.5746,0.3926,0.5362,0.6138,0.2313,0.5861,0.8549,0.8015,1.0189,1.0189,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0001,1.0189,138.0564,138.0564,"y_mar ~ Intercept","y_mar ~ Intercept",8836.2885,177.2795,20,"4_blimp_lmc_noaux"
"m5_sim_20","completed",NA,0,100.5384159,-0.0396,0.4822,0.641,0.4348,0.5302,0.4636,0.8076,1.0883,1.0691,1.0369,1.0369,"y_mar.regressed on.x_mean_biased","y_mar.regressed on.x_mean_biased",NA,NA,58.4859,58.4859,"aux ~ x_mean_biased","aux ~ x_mean_biased",399.1833,68.903,20,"5_blimp_omc_aux"
